arm,seed,role,family,domain,domain_i,domain_j,metric,component,unit,mean,median,n,n_missing,n_batches,measurement_status,risk_reference,consistency_target,summary_scope,artifact
O,123,core,response,3,,,delta_q_squared_norm,,squared probability L2 norm,9.299645745155516e-07,5.022962454859226e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_v_squared_norm,,squared probability L2 norm,9.299687165988945e-07,5.023435392104147e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_p0_mean_vector,0,signed probability; frozen class-order index,-6.458314601331949e-09,-2.08092387765646e-09,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_p0_mean_vector,1,signed probability; frozen class-order index,-8.437782526016236e-10,0.0,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_p0_mean_vector,2,signed probability; frozen class-order index,7.688999176025391e-09,7.450580596923828e-09,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_q_mean_vector,0,signed probability; frozen class-order index,-2.988395851571113e-05,-1.2548640370368958e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_q_mean_vector,1,signed probability; frozen class-order index,1.1397098191082477e-05,4.597008228302002e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_q_mean_vector,2,signed probability; frozen class-order index,1.848692074418068e-05,7.6070427894592285e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_v_mean_vector,0,signed probability; frozen class-order index,-2.98775527626276e-05,-1.2500211596488953e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_v_mean_vector,1,signed probability; frozen class-order index,1.1397911235690118e-05,4.63239848613739e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,response,3,,,delta_v_mean_vector,2,signed probability; frozen class-order index,1.8479209393262865e-05,7.485970854759216e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_responses.csv
O,123,core,objective,,,,loss,,CE + beta Brier + weighted consistency,0.06022712538571796,0.0510780718177557,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,risk_objective,,CE + beta Brier,0.06022712538571796,0.0510780718177557,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,diagnostic_excess,,CE + beta Brier,0.06022712538571796,0.0510780718177557,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,max_source_excess,,CE + beta Brier,0.2768408271635417,0.2476344183087349,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,source_envelope,,CE + beta Brier,0.4123677615113556,0.39011864364147186,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,correction_consistency,,unweighted squared probability L2 norm,9.24381206883651e-07,6.362730005093908e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,candidate_output_consistency,,unweighted squared probability L2 norm,9.24378477749066e-07,6.363097782013938e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,reference_output_consistency,,squared probability L2 norm,8.56310768791221e-14,7.246171707369492e-14,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,123,core,objective,,,,pair_penalty,,selected unweighted squared probability L2 norm,9.24381206883651e-07,6.362730005093908e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_123/training_batches.csv
O,456,core,domain_risk,0,,,candidate_risk,,CE + beta Brier,0.9746507058739662,0.9765401780605316,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,0,,,reference_risk,,CE + beta Brier,0.8881843837797642,0.8874300718307495,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,0,,,excess,,CE + beta Brier,0.0864663185365498,0.07369523122906685,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,0,,,weight,,dimensionless,0.3333333432674408,0.3333333432674408,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,2,,,candidate_risk,,CE + beta Brier,0.9971845880448819,1.012820839881897,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,2,,,reference_risk,,CE + beta Brier,0.8810557746291161,0.8711451292037964,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,2,,,excess,,CE + beta Brier,0.11612881180178374,0.0993829295039177,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,2,,,weight,,dimensionless,0.3333333432674408,0.3333333432674408,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,3,,,candidate_risk,,CE + beta Brier,0.9486346552073955,0.9611942172050476,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,3,,,reference_risk,,CE + beta Brier,0.9340598204731941,0.908710777759552,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,3,,,excess,,CE + beta Brier,0.01457483664341271,-0.0015850076451897621,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,domain_risk,3,,,weight,,dimensionless,0.3333333432674408,0.3333333432674408,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_domains.csv
O,456,core,reference_prior,,0,2,reference_risk_difference_over_rho,,dimensionless (c_i-c_j)/rho,0.02851443660259247,0.004777431488037109,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_reference_prior.csv
O,456,core,reference_prior,,0,3,reference_risk_difference_over_rho,,dimensionless (c_i-c_j)/rho,-0.18350174677371978,-0.1104898452758789,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_reference_prior.csv
O,456,core,reference_prior,,2,3,reference_risk_difference_over_rho,,dimensionless (c_i-c_j)/rho,-0.21201618337631226,-0.23196065425872803,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_reference_prior.csv
O,456,core,response,0,,,A,,squared probability L2 norm,0.0553505658977665,0.046970151364803314,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,b,,probability inner product,0.013473570346133784,0.012763552367687225,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,sqrt_A,,probability L2 norm,0.22258409071956842,0.21672597154751555,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,b_over_sqrt_A,,signed probability direction; undefined when A=0,0.08900644311579357,0.0639942278694998,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_p0_squared_norm,,squared probability L2 norm,7.425386744379011e-14,4.832682783681777e-14,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_q_squared_norm,,squared probability L2 norm,7.947077346537324e-07,4.388501793073374e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_v_squared_norm,,squared probability L2 norm,7.947382093744793e-07,4.3893838608255464e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_p0_mean_vector,0,signed probability; frozen class-order index,-1.9349549802427648e-09,0.0,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_p0_mean_vector,1,signed probability; frozen class-order index,3.607943654060364e-09,7.450580596923828e-09,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_p0_mean_vector,2,signed probability; frozen class-order index,2.1830201148986815e-09,0.0,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_q_mean_vector,0,signed probability; frozen class-order index,4.094699048437178e-06,-2.494547516107559e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_q_mean_vector,1,signed probability; frozen class-order index,3.3984705805778503e-06,4.999339580535889e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_q_mean_vector,2,signed probability; frozen class-order index,-7.4936281889677045e-06,-7.37607479095459e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_v_mean_vector,0,signed probability; frozen class-order index,4.0966861124616115e-06,-2.4759210646152496e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_v_mean_vector,1,signed probability; frozen class-order index,3.3948048949241636e-06,5.062669515609741e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,0,,,delta_v_mean_vector,2,signed probability; frozen class-order index,-7.495835423469543e-06,-7.059425115585327e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,A,,squared probability L2 norm,0.05774290671758354,0.05012212134897709,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,b,,probability inner product,0.004813331374898553,0.004347478272393346,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,sqrt_A,,probability L2 norm,0.22750718072416165,0.22387970176569616,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,b_over_sqrt_A,,signed probability direction; undefined when A=0,0.05011240627260669,0.02375576078179553,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_p0_squared_norm,,squared probability L2 norm,8.432080766379428e-14,5.2513665955316625e-14,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_q_squared_norm,,squared probability L2 norm,9.000280977090602e-07,4.844004877213592e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_v_squared_norm,,squared probability L2 norm,9.000202627266752e-07,4.846671117775259e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_p0_mean_vector,0,signed probability; frozen class-order index,-5.660913302563131e-09,-6.948539521545172e-10,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_p0_mean_vector,1,signed probability; frozen class-order index,1.1008232831954955e-09,0.0,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_p0_mean_vector,2,signed probability; frozen class-order index,2.864748239517212e-09,1.862645149230957e-09,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_q_mean_vector,0,signed probability; frozen class-order index,1.4784100058022887e-06,2.1886080503463745e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_q_mean_vector,1,signed probability; frozen class-order index,-1.9316965714097024e-05,-1.3574957847595215e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_q_mean_vector,2,signed probability; frozen class-order index,1.7840292304754256e-05,9.968876838684082e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_v_mean_vector,0,signed probability; frozen class-order index,1.484071952290833e-06,2.1513551473617554e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_v_mean_vector,1,signed probability; frozen class-order index,-1.931798830628395e-05,-1.3593584299087524e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,2,,,delta_v_mean_vector,2,signed probability; frozen class-order index,1.7837436869740486e-05,9.970739483833313e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,A,,squared probability L2 norm,0.05361822244920768,0.04568910039961338,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,b,,probability inner product,0.03523804006469436,0.03807530365884304,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,sqrt_A,,probability L2 norm,0.22014438065894762,0.21375002618335437,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,b_over_sqrt_A,,signed probability direction; undefined when A=0,0.17858102604732362,0.20037344411244706,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_p0_squared_norm,,squared probability L2 norm,9.438529620961304e-14,5.888345366855674e-14,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_q_squared_norm,,squared probability L2 norm,8.472815135881495e-07,4.721205328905853e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_v_squared_norm,,squared probability L2 norm,8.472635710141674e-07,4.7206515318976017e-07,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_p0_mean_vector,0,signed probability; frozen class-order index,-7.474242011085152e-09,-2.0372681319713593e-09,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_p0_mean_vector,1,signed probability; frozen class-order index,2.985820174217224e-09,0.0,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_p0_mean_vector,2,signed probability; frozen class-order index,7.349997758865357e-09,7.450580596923828e-09,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_q_mean_vector,0,signed probability; frozen class-order index,-2.685995091451332e-05,-1.4183111488819122e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_q_mean_vector,1,signed probability; frozen class-order index,5.950093269348144e-06,6.515532732009888e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_q_mean_vector,2,signed probability; frozen class-order index,2.090933546423912e-05,1.9002705812454224e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_v_mean_vector,0,signed probability; frozen class-order index,-2.6852532813791185e-05,-1.423712819814682e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_v_mean_vector,1,signed probability; frozen class-order index,5.947215482592583e-06,6.474554538726807e-06,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,response,3,,,delta_v_mean_vector,2,signed probability; frozen class-order index,2.090197801589966e-05,1.8991529941558838e-05,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_responses.csv
O,456,core,objective,,,,loss,,CE + beta Brier + weighted consistency,0.07238999117336789,0.05206115171313286,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_batches.csv
O,456,core,objective,,,,risk_objective,,CE + beta Brier,0.07238999117336789,0.05206115171313286,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_batches.csv
O,456,core,objective,,,,diagnostic_excess,,CE + beta Brier,0.07238999117336789,0.05206115171313286,1000,0,1000,recorded,relative,correction,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_batches.csv
