arm,seed,role,path,measurement_status,median_ms,q1_ms,q3_ms,iqr_ms,peak_allocated_bytes,executed_parameters,total_loaded_parameters,device,gpu,dtype,input_shape,warmup,repeats,domain,split,io_boundary,deployment_kind,alpha,bundle,artifact
ResNet1D,456,direct,deployed,measured,2.6029399887192994,2.568636744399555,2.7059097337769344,0.13727298937737942,30341632,3845443,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_456/latency.json
UO,123,direct,p0,measured,1.0970175208058208,1.0158872173633426,1.185222005005926,0.16933478764258325,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_123/latency.json
UO,123,direct,direct_q,measured,6.140354991657659,5.882270517759025,6.545337266288698,0.6630667485296726,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_123/latency.json
UO,123,direct,deployed,measured,6.329004012513906,6.104344240156934,6.507649493869394,0.4033052537124604,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_123/latency.json
UO,42,direct,p0,measured,1.031558495014906,1.011339743854478,1.0404202621430159,0.02908051828853786,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_42/latency.json
UO,42,direct,direct_q,measured,5.366861500078812,5.3184302523732185,5.470611489727162,0.1521812373539433,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_42/latency.json
UO,42,direct,deployed,measured,6.009773496771231,5.658367270370945,6.278012035181746,0.6196447648108006,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_42/latency.json
UO,456,direct,p0,measured,1.4096299710217863,1.3749482459388673,1.5342199912993237,0.1592717453604564,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_456/latency.json
UO,456,direct,direct_q,measured,8.325727481860667,8.242586976848543,8.45187998493202,0.20929300808347762,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_456/latency.json
UO,456,direct,deployed,measured,6.952468975214288,6.751320252078585,7.247978501254693,0.49665824917610735,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/UO_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/UO_seed_456/latency.json
temperature,42,adopted,p0,measured,0.9838154946919531,0.9551682014716789,1.0809382220031694,0.12577002053149045,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,0.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/adopted.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/adopted/latency.json
temperature,42,adopted,direct_q,measured,0.9827309986576438,0.9542592597426847,1.0860397451324388,0.13178048538975418,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,0.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/adopted.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/adopted/latency.json
temperature,42,adopted,deployed,measured,1.0066469840239733,0.9462745219934732,1.1105062440037727,0.16423172201029956,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,0.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/adopted.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/adopted/latency.json
temperature,42,direct,p0,measured,1.184596010716632,1.1629852670012042,1.4698642626171932,0.30687899561598897,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/temperature_seed42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/temperature_seed42/latency.json
temperature,42,direct,direct_q,measured,1.0131509916391224,0.9924710175255314,1.1455157364252955,0.15304471889976412,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/temperature_seed42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/temperature_seed42/latency.json
temperature,42,direct,deployed,measured,1.008803490549326,0.9983955096686259,1.1424637341406196,0.14406822447199374,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/temperature_seed42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/temperature_seed42/latency.json
temperature,42,source_selected,p0,measured,1.494169991929084,1.3775037368759513,1.5482655144296587,0.17076177755370736,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/temperature_seed42_source_selected.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/temperature_seed42_source_selected/latency.json
temperature,42,source_selected,direct_q,measured,1.412389538018033,1.3745197211392224,1.427630995749496,0.05311127461027354,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/temperature_seed42_source_selected.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/temperature_seed42_source_selected/latency.json
temperature,42,source_selected,deployed,measured,1.0093890014104545,0.9956372377928346,1.1544189910637215,0.15878175327088684,10452992,5305,5948,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,temperature,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/temperature_seed42_source_selected.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/temperature_seed42_source_selected/latency.json
