arm,seed,role,branch,feature_dim,input_weight_parameters,metric,unit,mean,median,n,n_missing,n_batches,sampled_window_visits,measurement_status,derivation,summary_scope,artifact
O,456,core,stockwell,40,120,effective_input_weight_norm,native weight coordinates,0.650837175309658,0.6908263564109802,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,stockwell,40,120,effective_output_weight_norm,native weight coordinates,2.4629496162831783,2.5957300662994385,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,mean_scaled_squared_norm,scaled feature units squared,10.058592104434966,10.171391010284424,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,mean_unscaled_squared_norm,native feature units squared,321.8749473419189,325.48451232910156,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,median_scaled_norm,scaled feature units,3.212341843366623,3.2127840518951416,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,median_unscaled_norm,native feature units,18.17174960747067,18.17425111666438,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,input_weight_gradient_norm,loss per native parameter coordinate,0.9959444047808648,0.8966894149780273,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,raw_input_weight_norm,native weight coordinates,0.4163910535648465,0.44117625057697296,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,effective_input_weight_norm,native weight coordinates,0.4163910535648465,0.44117625057697296,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
O,456,core,chirplet_up,32,96,effective_output_weight_norm,native weight coordinates,2.4629496162831783,2.5957300662994385,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_456/training_features.csv
UO,42,core,reference,36,108,mean_scaled_squared_norm,scaled feature units squared,0.029869498625397683,0.026306435465812683,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,reference,36,108,mean_unscaled_squared_norm,native feature units squared,1.0753019505143167,0.9470316767692566,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,reference,36,108,median_scaled_norm,scaled feature units,0.11706644240021706,0.11272041499614716,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,reference,36,108,median_unscaled_norm,native feature units,0.7023986544013023,0.6763224899768829,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,reference,36,108,input_weight_gradient_norm,loss per native parameter coordinate,0.05749950753711164,0.05230032466351986,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,reference,36,108,raw_input_weight_norm,native weight coordinates,1.8205517282411456,1.9322004318237305,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,reference,36,108,effective_input_weight_norm,native weight coordinates,1.8205517282411456,1.9322004318237305,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,reference,36,108,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,mean_scaled_squared_norm,scaled feature units squared,0.0012833313892479054,0.0011741096968762577,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,mean_unscaled_squared_norm,native feature units squared,0.010266651113983243,0.009392877575010061,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,median_scaled_norm,scaled feature units,0.02513316915743053,0.024150474928319454,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,median_unscaled_norm,native feature units,0.07108733737571087,0.06830785836276154,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,input_weight_gradient_norm,loss per native parameter coordinate,0.010775349329342133,0.009515556041151285,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,raw_input_weight_norm,native weight coordinates,0.637553529702127,0.6644038259983063,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,effective_input_weight_norm,native weight coordinates,0.637553529702127,0.6644038259983063,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,envelope,8,24,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,mean_scaled_squared_norm,scaled feature units squared,10.55265917634964,10.658472537994385,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,mean_unscaled_squared_norm,native feature units squared,675.3701872863769,682.1422424316406,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,median_scaled_norm,scaled feature units,3.3014803116321563,3.318260669708252,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,median_unscaled_norm,native feature units,26.41184249305725,26.546085357666016,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,input_weight_gradient_norm,loss per native parameter coordinate,1.2586252348721028,1.164186954498291,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,raw_input_weight_norm,native weight coordinates,0.5649357632398605,0.5934783220291138,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,effective_input_weight_norm,native weight coordinates,0.5649357632398605,0.5934783220291138,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_short,64,192,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,mean_scaled_squared_norm,scaled feature units squared,7.524210076808929,7.534460783004761,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,mean_unscaled_squared_norm,native feature units squared,240.77472245788573,241.10274505615234,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,median_scaled_norm,scaled feature units,2.7696417315006254,2.7942055463790894,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,median_unscaled_norm,native feature units,15.66745959841075,15.806413518989732,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,input_weight_gradient_norm,loss per native parameter coordinate,1.0875584502518176,1.0233036279678345,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,raw_input_weight_norm,native weight coordinates,0.38094081439822913,0.3996425122022629,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,effective_input_weight_norm,native weight coordinates,0.38094081439822913,0.3996425122022629,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,morlet,32,96,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,mean_scaled_squared_norm,scaled feature units squared,9.724477717399598,9.821154117584229,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,mean_unscaled_squared_norm,native feature units squared,622.3665739135743,628.5538635253906,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,median_scaled_norm,scaled feature units,3.176227657556534,3.1979267597198486,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,median_unscaled_norm,native feature units,25.409821260452272,25.58341407775879,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,input_weight_gradient_norm,loss per native parameter coordinate,1.207888579621911,1.1098577976226807,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,raw_input_weight_norm,native weight coordinates,0.5647561452537775,0.5942322015762329,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,effective_input_weight_norm,native weight coordinates,0.5647561452537775,0.5942322015762329,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stft_long,64,192,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,mean_scaled_squared_norm,scaled feature units squared,5.91907683467865,5.9220123291015625,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,mean_unscaled_squared_norm,native feature units squared,189.4104587097168,189.50439453125,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,median_scaled_norm,scaled feature units,2.426838875770569,2.441170334815979,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,median_unscaled_norm,native feature units,13.728273807236054,13.809344782238508,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,input_weight_gradient_norm,loss per native parameter coordinate,0.957020672135055,0.9081313014030457,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,raw_input_weight_norm,native weight coordinates,0.4086323583871126,0.4294010102748871,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,effective_input_weight_norm,native weight coordinates,0.4086323583871126,0.4294010102748871,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,mexican_hat,32,96,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,mean_scaled_squared_norm,scaled feature units squared,17.509509525299073,17.533218383789062,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,mean_unscaled_squared_norm,native feature units squared,700.3803810119629,701.3287353515625,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,median_scaled_norm,scaled feature units,4.219409244537354,4.241060495376587,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,median_unscaled_norm,native feature units,26.685887186216824,26.82282171990404,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,input_weight_gradient_norm,loss per native parameter coordinate,1.6278154423385858,1.5215926766395569,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,raw_input_weight_norm,native weight coordinates,0.5267394161000848,0.557729184627533,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,effective_input_weight_norm,native weight coordinates,0.5267394161000848,0.557729184627533,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,stockwell,40,120,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,mean_scaled_squared_norm,scaled feature units squared,10.06796904373169,10.16788101196289,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,mean_unscaled_squared_norm,native feature units squared,322.1750093994141,325.3721923828125,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,median_scaled_norm,scaled feature units,3.214127722263336,3.2149178981781006,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,median_unscaled_norm,native feature units,18.18185206409662,18.1863219740779,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,input_weight_gradient_norm,loss per native parameter coordinate,1.2368399315327405,1.1459737420082092,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,raw_input_weight_norm,native weight coordinates,0.3607734119743109,0.3782387673854828,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,effective_input_weight_norm,native weight coordinates,0.3607734119743109,0.3782387673854828,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,42,core,chirplet_up,32,96,effective_output_weight_norm,native weight coordinates,2.257537143021822,2.3829363584518433,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_42/training_features.csv
UO,123,core,reference,36,108,mean_scaled_squared_norm,scaled feature units squared,0.02910477677732706,0.024302472360432148,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_123/training_features.csv
UO,123,core,reference,36,108,mean_unscaled_squared_norm,native feature units squared,1.0477719639837741,0.8748890049755573,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_123/training_features.csv
UO,123,core,reference,36,108,median_scaled_norm,scaled feature units,0.11672324199974538,0.11249158903956413,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/UO/seed_123/training_features.csv
