arm,seed,role,stage,status,measurement_status,seconds,timer_field,time_boundary,trainable_parameters,direct_parameters,reference_parameters,stored_parameters,optimizer_steps,peak_allocated_gpu_bytes,label_pool,groups,acquisitions,windows,labelled_acquisitions,exit_status,benchmark_commit,reason,run_directory,artifact
RC,42,core,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42/result_scope.json
RC,42,core,source_materialization,completed,measured,4.75042326899711,source_materialization_seconds,source waveform read and deterministic windows,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42/result_scope.json
RC,42,core,process,completed,measured,151.1819884009892,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_42/execution_status.json
RC,123,core,fit,completed,measured,89.04481821594527,training_seconds,training loop including forward/backward/update,937,6242,5305,6242,1000,70703104,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123/result_scope.json
RC,123,core,source_selection,completed,measured,72.80778580106562,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,937,6242,5305,6242,1000,70703104,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123/result_scope.json
RC,123,core,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123/result_scope.json
RC,123,core,source_materialization,completed,measured,5.706878034980036,source_materialization_seconds,source waveform read and deterministic windows,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123/result_scope.json
RC,123,core,process,completed,measured,189.33892292896053,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_123/execution_status.json
RC,456,core,fit,completed,measured,56.970741450903006,training_seconds,training loop including forward/backward/update,937,6242,5305,6242,1000,70703104,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456/result_scope.json
RC,456,core,source_selection,completed,measured,46.528529627015814,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,937,6242,5305,6242,1000,70703104,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456/result_scope.json
RC,456,core,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456/result_scope.json
RC,456,core,source_materialization,completed,measured,4.521933267998975,source_materialization_seconds,source waveform read and deterministic windows,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456/result_scope.json
RC,456,core,process,completed,measured,123.45893915300258,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,937,6242,5305,6242,1000,70703104,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/RC/seed_456/execution_status.json
MLP16_all,42,diagnostic,fit,completed,measured,67.54253351315856,training_seconds,training loop including forward/backward/update,5005,10310,5305,10310,1000,70789632,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42/result_scope.json
MLP16_all,42,diagnostic,source_selection,completed,measured,57.665827128104866,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,5005,10310,5305,10310,1000,70789632,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42/result_scope.json
MLP16_all,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,5005,10310,5305,10310,1000,70789632,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42/result_scope.json
MLP16_all,42,diagnostic,source_materialization,completed,measured,4.527242173964623,source_materialization_seconds,source waveform read and deterministic windows,5005,10310,5305,10310,1000,70789632,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42/result_scope.json
MLP16_all,42,diagnostic,process,completed,measured,145.16908566298662,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,5005,10310,5305,10310,1000,70789632,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP16_all/seed_42/execution_status.json
MLP32,42,diagnostic,fit,completed,measured,62.383941820822656,training_seconds,training loop including forward/backward/update,1283,6588,5305,6588,1000,65178112,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42/result_scope.json
MLP32,42,diagnostic,source_selection,completed,measured,32.35641605401179,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,1283,6588,5305,6588,1000,65178112,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42/result_scope.json
MLP32,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,1283,6588,5305,6588,1000,65178112,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42/result_scope.json
MLP32,42,diagnostic,source_materialization,completed,measured,13.212676527968142,source_materialization_seconds,source waveform read and deterministic windows,1283,6588,5305,6588,1000,65178112,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42/result_scope.json
MLP32,42,diagnostic,process,completed,measured,126.83525847201236,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,1283,6588,5305,6588,1000,65178112,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP32/seed_42/execution_status.json
MLP8,42,diagnostic,fit,completed,measured,49.07865519600455,training_seconds,training loop including forward/backward/update,323,5628,5305,5628,1000,65164800,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42/result_scope.json
MLP8,42,diagnostic,source_selection,completed,measured,23.60047289711656,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,323,5628,5305,5628,1000,65164800,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42/result_scope.json
MLP8,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,323,5628,5305,5628,1000,65164800,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42/result_scope.json
MLP8,42,diagnostic,source_materialization,completed,measured,4.569922924973071,source_materialization_seconds,source waveform read and deterministic windows,323,5628,5305,5628,1000,65164800,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42/result_scope.json
MLP8,42,diagnostic,process,completed,measured,91.55855693499325,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,323,5628,5305,5628,1000,65164800,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/MLP8/seed_42/execution_status.json
linear,42,diagnostic,fit,completed,measured,43.18544459581608,training_seconds,training loop including forward/backward/update,111,5416,5305,5416,1000,65153024,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42/result_scope.json
linear,42,diagnostic,source_selection,completed,measured,20.481966786959674,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,111,5416,5305,5416,1000,65153024,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42/result_scope.json
linear,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,111,5416,5305,5416,1000,65153024,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42/result_scope.json
linear,42,diagnostic,source_materialization,completed,measured,4.59602131601423,source_materialization_seconds,source waveform read and deterministic windows,111,5416,5305,5416,1000,65153024,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42/result_scope.json
linear,42,diagnostic,process,completed,measured,83.54011793801328,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,111,5416,5305,5416,1000,65153024,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/linear/seed_42/execution_status.json
only_chirplet_up,42,diagnostic,fit,completed,measured,43.05534079694189,training_seconds,training loop including forward/backward/update,207,5512,5305,5512,1000,65165312,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42/result_scope.json
only_chirplet_up,42,diagnostic,source_selection,completed,measured,19.901692449115217,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,207,5512,5305,5512,1000,65165312,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42/result_scope.json
only_chirplet_up,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,207,5512,5305,5512,1000,65165312,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42/result_scope.json
only_chirplet_up,42,diagnostic,source_materialization,completed,measured,4.411489545018412,source_materialization_seconds,source waveform read and deterministic windows,207,5512,5305,5512,1000,65165312,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42/result_scope.json
only_chirplet_up,42,diagnostic,process,completed,measured,83.03584251203574,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,207,5512,5305,5512,1000,65165312,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_chirplet_up/seed_42/execution_status.json
only_envelope,42,diagnostic,fit,completed,measured,52.02682156889932,training_seconds,training loop including forward/backward/update,145,5450,5305,5450,1000,70619136,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42/result_scope.json
only_envelope,42,diagnostic,source_selection,completed,measured,28.238714896026067,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,145,5450,5305,5450,1000,70619136,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42/result_scope.json
only_envelope,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,145,5450,5305,5450,1000,70619136,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42/result_scope.json
only_envelope,42,diagnostic,source_materialization,completed,measured,4.554782110964879,source_materialization_seconds,source waveform read and deterministic windows,145,5450,5305,5450,1000,70619136,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42/result_scope.json
only_envelope,42,diagnostic,process,completed,measured,100.9287741369917,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,145,5450,5305,5450,1000,70619136,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_envelope/seed_42/execution_status.json
only_mexican_hat,42,diagnostic,fit,completed,measured,41.286116428964306,training_seconds,training loop including forward/backward/update,207,5512,5305,5512,1000,65164800,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42/result_scope.json
only_mexican_hat,42,diagnostic,source_selection,completed,measured,22.712433762906585,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,207,5512,5305,5512,1000,65164800,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42/result_scope.json
only_mexican_hat,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,207,5512,5305,5512,1000,65164800,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42/result_scope.json
only_mexican_hat,42,diagnostic,source_materialization,completed,measured,25.721256006974727,source_materialization_seconds,source waveform read and deterministic windows,207,5512,5305,5512,1000,65164800,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42/result_scope.json
only_mexican_hat,42,diagnostic,process,completed,measured,105.9782043400337,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,207,5512,5305,5512,1000,65164800,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_mexican_hat/seed_42/execution_status.json
only_morlet,42,diagnostic,fit,completed,measured,62.11766319407616,training_seconds,training loop including forward/backward/update,207,5512,5305,5512,1000,65167872,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42/result_scope.json
only_morlet,42,diagnostic,source_selection,completed,measured,36.33789038803661,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,207,5512,5305,5512,1000,65167872,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42/result_scope.json
only_morlet,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,207,5512,5305,5512,1000,65167872,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42/result_scope.json
only_morlet,42,diagnostic,source_materialization,completed,measured,118.39691385399783,source_materialization_seconds,source waveform read and deterministic windows,207,5512,5305,5512,1000,65167872,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42/result_scope.json
only_morlet,42,diagnostic,process,completed,measured,233.50445505505195,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,207,5512,5305,5512,1000,65167872,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_morlet/seed_42/execution_status.json
only_stft_long,42,diagnostic,fit,completed,measured,54.19908445084002,training_seconds,training loop including forward/backward/update,303,5608,5305,5608,1000,65165824,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42/result_scope.json
only_stft_long,42,diagnostic,source_selection,completed,measured,30.3966305917711,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,303,5608,5305,5608,1000,65165824,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42/result_scope.json
only_stft_long,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,303,5608,5305,5608,1000,65165824,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42/result_scope.json
only_stft_long,42,diagnostic,source_materialization,completed,measured,14.757110489008483,source_materialization_seconds,source waveform read and deterministic windows,303,5608,5305,5608,1000,65165824,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42/result_scope.json
only_stft_long,42,diagnostic,process,completed,measured,116.58663062099367,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,303,5608,5305,5608,1000,65165824,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_long/seed_42/execution_status.json
only_stft_short,42,diagnostic,fit,completed,measured,48.01658728014445,training_seconds,training loop including forward/backward/update,303,5608,5305,5608,1000,65165312,source_fit,15,900,1800,900,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42/result_scope.json
only_stft_short,42,diagnostic,source_selection,completed,measured,26.147478770872112,source_selection_seconds,per-epoch source-validation evaluation and checkpoint score,303,5608,5305,5608,1000,65165312,source_selection,5,300,600,300,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42/result_scope.json
only_stft_short,42,diagnostic,export,completed,missing,,export_seconds,selected checkpoint/validation artifact writes,303,5608,5305,5608,1000,65165312,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42/result_scope.json
only_stft_short,42,diagnostic,source_materialization,completed,measured,11.017152138985693,source_materialization_seconds,source waveform read and deterministic windows,303,5608,5305,5608,1000,65165312,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42/result_scope.json
only_stft_short,42,diagnostic,process,completed,measured,103.80195003002882,wall_seconds,whole invocation monotonic timer; includes startup and I/O; overlaps internal timers,303,5608,5305,5608,1000,65165312,,,,,,0,19ae593bca674ed021662ba92383cb467e583279,,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/diagnostics/only_stft_short/seed_42/execution_status.json
