name,arm,seed,split,role,alpha,predictor,scope,A,b,sqrt_A,b_over_sqrt_A,alpha_sqrt_A,repair,damage,prediction_change_rate
RC_seed_42,RC,42,validation,direct,1.0,deployed,condition:2,0.042847886112168956,0.003077402471084782,0.2069973094321976,0.014866871842567556,0.2069973094321976,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,deployed,condition:3,0.056718777244084584,0.01714257405662048,0.23815704323845766,0.07198012632133775,0.23815704323845766,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,deployed,source,0.04782454157222074,0.006880096578434777,0.21868822915790584,0.03146075399177951,0.21868822915790584,0.0,0.0,0.0
RC_seed_123,RC,123,validation,direct,1.0,raw,condition:0,0.04744395614575425,0.0011510997959779542,0.21781633581013674,0.0052847266560453465,0.21781633581013674,0.0,0.0,0.0
RC_seed_123,RC,123,validation,direct,1.0,raw,condition:2,0.04663955915834024,0.006145752971647662,0.21596193914285045,0.0284575744968769,0.21596193914285045,0.0,0.0,0.0
RC_seed_123,RC,123,validation,direct,1.0,raw,condition:3,0.06374053883635773,0.019450906873166425,0.2524688868679817,0.07704278778453,0.2524688868679817,0.0,0.0,0.0
RC_seed_123,RC,123,validation,direct,1.0,raw,source,0.05260801804681741,0.008915919880264014,0.22936437833023987,0.038872295450459324,0.22936437833023987,0.0,0.0,0.0
RC_seed_123,RC,123,validation,direct,1.0,candidate,condition:0,0.04744395614575425,0.0011510997959779542,0.21781633581013674,0.0052847266560453465,0.21781633581013674,0.0,0.09,0.09
RC_seed_123,RC,123,validation,direct,1.0,candidate,condition:2,0.04663955915834024,0.006145752971647662,0.21596193914285045,0.0284575744968769,0.21596193914285045,0.0,0.03,0.03
RC_seed_123,RC,123,validation,direct,1.0,candidate,condition:3,0.06374053883635773,0.019450906873166425,0.2524688868679817,0.07704278778453,0.2524688868679817,0.0,0.11000000000000001,0.11000000000000001
RC_seed_123,RC,123,validation,direct,1.0,candidate,source,0.05260801804681741,0.008915919880264014,0.22936437833023987,0.038872295450459324,0.22936437833023987,0.0,0.07666666666666667,0.07666666666666667
RC_seed_123,RC,123,validation,direct,1.0,deployed,condition:0,0.04744395614575425,0.0011510997959779542,0.21781633581013674,0.0052847266560453465,0.21781633581013674,0.0,0.09,0.09
RC_seed_123,RC,123,validation,direct,1.0,deployed,condition:2,0.04663955915834024,0.006145752971647662,0.21596193914285045,0.0284575744968769,0.21596193914285045,0.0,0.03,0.03
RC_seed_123,RC,123,validation,direct,1.0,deployed,condition:3,0.06374053883635773,0.019450906873166425,0.2524688868679817,0.07704278778453,0.2524688868679817,0.0,0.11000000000000001,0.11000000000000001
RC_seed_123,RC,123,validation,direct,1.0,deployed,source,0.05260801804681741,0.008915919880264014,0.22936437833023987,0.038872295450459324,0.22936437833023987,0.0,0.07666666666666667,0.07666666666666667
RC_seed_456,RC,456,validation,direct,1.0,raw,condition:0,0.04454663780843976,-0.0007349622529158759,0.21106074435678407,-0.0034822309338276157,0.21106074435678407,0.0,0.0,0.0
RC_seed_456,RC,456,validation,direct,1.0,raw,condition:2,0.04417469605872358,0.00238987837338947,0.21017777251346914,0.01137074746206246,0.21017777251346914,0.0,0.0,0.0
RC_seed_456,RC,456,validation,direct,1.0,raw,condition:3,0.05579993361957747,0.015445847356913322,0.23622009571494434,0.06538752475806464,0.23622009571494434,0.0,0.0,0.0
RC_seed_456,RC,456,validation,direct,1.0,raw,source,0.04817375582891361,0.005700254492462305,0.21948520640105476,0.02597101912211115,0.21948520640105476,0.0,0.0,0.0
RC_seed_456,RC,456,validation,direct,1.0,candidate,condition:0,0.04454663780843976,-0.0007349622529158759,0.21106074435678407,-0.0034822309338276157,0.21106074435678407,0.0,0.01,0.01
RC_seed_456,RC,456,validation,direct,1.0,candidate,condition:2,0.04417469605872358,0.00238987837338947,0.21017777251346914,0.01137074746206246,0.21017777251346914,0.0,0.01,0.01
RC_seed_456,RC,456,validation,direct,1.0,candidate,condition:3,0.05579993361957747,0.015445847356913322,0.23622009571494434,0.06538752475806464,0.23622009571494434,0.0,0.0,0.0
RC_seed_456,RC,456,validation,direct,1.0,candidate,source,0.04817375582891361,0.005700254492462305,0.21948520640105476,0.02597101912211115,0.21948520640105476,0.0,0.006666666666666667,0.006666666666666667
RC_seed_456,RC,456,validation,direct,1.0,deployed,condition:0,0.04454663780843976,-0.0007349622529158759,0.21106074435678407,-0.0034822309338276157,0.21106074435678407,0.0,0.01,0.01
RC_seed_456,RC,456,validation,direct,1.0,deployed,condition:2,0.04417469605872358,0.00238987837338947,0.21017777251346914,0.01137074746206246,0.21017777251346914,0.0,0.01,0.01
RC_seed_456,RC,456,validation,direct,1.0,deployed,condition:3,0.05579993361957747,0.015445847356913322,0.23622009571494434,0.06538752475806464,0.23622009571494434,0.0,0.0,0.0
RC_seed_456,RC,456,validation,direct,1.0,deployed,source,0.04817375582891361,0.005700254492462305,0.21948520640105476,0.02597101912211115,0.21948520640105476,0.0,0.006666666666666667,0.006666666666666667
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,raw,condition:0,0.2909904494414414,-0.041695597522465475,0.5394353060761239,-0.07729489904129762,0.5394353060761239,0.0,0.0,0.0
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,raw,condition:2,0.29256884011509376,0.015479586051723521,0.5408963302843658,0.028618397251069218,0.5408963302843658,0.0,0.0,0.0
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,raw,condition:3,0.3577785976356427,0.02406889929613009,0.598145966830541,0.04023917343063684,0.598145966830541,0.0,0.0,0.0
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,raw,source,0.31377929573072594,-0.0007157040582039543,0.5601600625988307,-0.0012776777674643317,0.5601600625988307,0.0,0.0,0.0
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,candidate,condition:0,0.2909904494414414,-0.041695597522465475,0.5394353060761239,-0.07729489904129762,0.5394353060761239,0.01,0.4,0.41
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,candidate,condition:2,0.29256884011509376,0.015479586051723521,0.5408963302843658,0.028618397251069218,0.5408963302843658,0.08,0.4,0.48
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,candidate,condition:3,0.3577785976356427,0.02406889929613009,0.598145966830541,0.04023917343063684,0.598145966830541,0.03,0.25,0.27999999999999997
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,candidate,source,0.31377929573072594,-0.0007157040582039543,0.5601600625988307,-0.0012776777674643317,0.5601600625988307,0.04,0.35000000000000003,0.38999999999999996
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,deployed,condition:0,0.2909904494414414,-0.041695597522465475,0.5394353060761239,-0.07729489904129762,0.5394353060761239,0.01,0.4,0.41
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,deployed,condition:2,0.29256884011509376,0.015479586051723521,0.5408963302843658,0.028618397251069218,0.5408963302843658,0.08,0.4,0.48
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,deployed,condition:3,0.3577785976356427,0.02406889929613009,0.598145966830541,0.04023917343063684,0.598145966830541,0.03,0.25,0.27999999999999997
ResNet1D_seed_42,ResNet1D,42,validation,direct,1.0,deployed,source,0.31377929573072594,-0.0007157040582039543,0.5601600625988307,-0.0012776777674643317,0.5601600625988307,0.04,0.35000000000000003,0.38999999999999996
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,raw,condition:0,0.08691149523251741,-0.061897217801410664,0.2948075562676734,-0.20995804376605082,0.2948075562676734,0.0,0.0,0.0
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,raw,condition:2,0.11367370477574883,-0.02379827650188481,0.33715531254267495,-0.07058550055880428,0.33715531254267495,0.0,0.0,0.0
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,raw,condition:3,0.3148957765797934,-0.07047255590021659,0.5611557507321772,-0.1255846630962373,0.5611557507321772,0.0,0.0,0.0
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,raw,source,0.1718269921960199,-0.052056016734504024,0.4145201951606458,-0.1255813765945225,0.4145201951606458,0.0,0.0,0.0
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,candidate,condition:0,0.08691149523251741,-0.061897217801410664,0.2948075562676734,-0.20995804376605082,0.2948075562676734,0.0,0.01,0.01
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,candidate,condition:2,0.11367370477574883,-0.02379827650188481,0.33715531254267495,-0.07058550055880428,0.33715531254267495,0.0,0.01,0.01
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,candidate,condition:3,0.3148957765797934,-0.07047255590021659,0.5611557507321772,-0.1255846630962373,0.5611557507321772,0.0,0.2,0.2
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,candidate,source,0.1718269921960199,-0.052056016734504024,0.4145201951606458,-0.1255813765945225,0.4145201951606458,0.0,0.07333333333333333,0.07333333333333333
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,deployed,condition:0,0.08691149523251741,-0.061897217801410664,0.2948075562676734,-0.20995804376605082,0.2948075562676734,0.0,0.01,0.01
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,deployed,condition:2,0.11367370477574883,-0.02379827650188481,0.33715531254267495,-0.07058550055880428,0.33715531254267495,0.0,0.01,0.01
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,deployed,condition:3,0.3148957765797934,-0.07047255590021659,0.5611557507321772,-0.1255846630962373,0.5611557507321772,0.0,0.2,0.2
ResNet1D_seed_123,ResNet1D,123,validation,direct,1.0,deployed,source,0.1718269921960199,-0.052056016734504024,0.4145201951606458,-0.1255813765945225,0.4145201951606458,0.0,0.07333333333333333,0.07333333333333333
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,raw,condition:0,0.1781642751517702,-0.17396770390841257,0.42209510202295664,-0.4121528609894908,0.42209510202295664,0.0,0.0,0.0
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,raw,condition:2,0.10660777399766896,-0.1177729199702501,0.32650845930491446,-0.360704038789593,0.32650845930491446,0.0,0.0,0.0
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,raw,condition:3,0.3060029251494789,-0.13316210647588972,0.5531753114063198,-0.240723155444801,0.5531753114063198,0.0,0.0,0.0
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,raw,source,0.1969249914329727,-0.14163424345151746,0.44376231411981426,-0.31916690296796296,0.44376231411981426,0.0,0.0,0.0
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,candidate,condition:0,0.1781642751517702,-0.17396770390841257,0.42209510202295664,-0.4121528609894908,0.42209510202295664,0.0,0.35,0.35
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,candidate,condition:2,0.10660777399766896,-0.1177729199702501,0.32650845930491446,-0.360704038789593,0.32650845930491446,0.0,0.33,0.33
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,candidate,condition:3,0.3060029251494789,-0.13316210647588972,0.5531753114063198,-0.240723155444801,0.5531753114063198,0.0,0.36,0.36
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,candidate,source,0.1969249914329727,-0.14163424345151746,0.44376231411981426,-0.31916690296796296,0.44376231411981426,0.0,0.3466666666666667,0.3466666666666667
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,deployed,condition:0,0.1781642751517702,-0.17396770390841257,0.42209510202295664,-0.4121528609894908,0.42209510202295664,0.0,0.35,0.35
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,deployed,condition:2,0.10660777399766896,-0.1177729199702501,0.32650845930491446,-0.360704038789593,0.32650845930491446,0.0,0.33,0.33
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,deployed,condition:3,0.3060029251494789,-0.13316210647588972,0.5531753114063198,-0.240723155444801,0.5531753114063198,0.0,0.36,0.36
ResNet1D_seed_456,ResNet1D,456,validation,direct,1.0,deployed,source,0.1969249914329727,-0.14163424345151746,0.44376231411981426,-0.31916690296796296,0.44376231411981426,0.0,0.3466666666666667,0.3466666666666667
temperature_seed42,temperature,42,validation,direct,1.0,raw,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.09548000364050513,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,raw,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.09516449870169146,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,raw,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.10007667458587106,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,raw,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.09693305886796558,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,candidate,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.09548000364050513,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,candidate,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.09516449870169146,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,candidate,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.10007667458587106,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,candidate,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.09693305886796558,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,deployed,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.09548000364050513,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,deployed,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.09516449870169146,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,deployed,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.10007667458587106,0.0,0.0,0.0
temperature_seed42,temperature,42,validation,direct,1.0,deployed,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.09693305886796558,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,raw,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.09548000364050513,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,raw,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.09516449870169146,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,raw,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.10007667458587106,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,raw,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.09693305886796558,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,candidate,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.09548000364050513,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,candidate,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.09516449870169146,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,candidate,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.10007667458587106,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,candidate,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.09693305886796558,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,deployed,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.09548000364050513,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,deployed,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.09516449870169146,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,deployed,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.10007667458587106,0.0,0.0,0.0
temperature_seed42_source_selected,temperature,42,validation,source_selected,1.0,deployed,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.09693305886796558,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,raw,condition:0,0.10056740448129686,0.003124553757908227,0.317123642261653,0.009852793489708389,0.0,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,raw,condition:2,0.09721099532095243,0.006897755552588125,0.31178677861794013,0.02212330998499636,0.0,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,raw,condition:3,0.1023975661567732,0.0041069148504237155,0.31999619709736116,0.012834261430844932,0.0,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,raw,source,0.10005865531967417,0.004709741386973355,0.3163204946247937,0.01488914397582697,0.0,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,candidate,condition:0,0.10056740448129686,0.003124553757908227,0.317123642261653,0.009852793489708389,0.0,0.2,0.4,0.6
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,candidate,condition:2,0.09721099532095243,0.006897755552588125,0.31178677861794013,0.02212330998499636,0.0,0.2,0.4,0.6
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,candidate,condition:3,0.1023975661567732,0.0041069148504237155,0.31999619709736116,0.012834261430844932,0.0,0.2,0.4,0.6
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,candidate,source,0.10005865531967417,0.004709741386973355,0.3163204946247937,0.01488914397582697,0.0,0.20000000000000004,0.4000000000000001,0.6
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,deployed,condition:0,0.10056740448129686,0.003124553757908227,0.317123642261653,0.009852793489708389,0.0,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,deployed,condition:2,0.09721099532095243,0.006897755552588125,0.31178677861794013,0.02212330998499636,0.0,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,deployed,condition:3,0.1023975661567732,0.0041069148504237155,0.31999619709736116,0.012834261430844932,0.0,0.0,0.0,0.0
MLP16_seed42_source_selected,MLP16,42,validation,source_selected,0.0,deployed,source,0.10005865531967417,0.004709741386973355,0.3163204946247937,0.01488914397582697,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,raw,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,raw,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,raw,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,raw,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,candidate,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,candidate,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,candidate,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,candidate,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,deployed,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,deployed,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,deployed,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.0,0.0,0.0,0.0
O_seed42_source_selected,O,42,validation,source_selected,0.0,deployed,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,raw,condition:0,0.04390696136040868,0.00042031320759906843,0.2095398801192954,0.0020058864563622706,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,raw,condition:2,0.042847886112168956,0.003077402471084782,0.2069973094321976,0.014866871842567556,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,raw,condition:3,0.056718777244084584,0.01714257405662048,0.23815704323845766,0.07198012632133775,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,raw,source,0.04782454157222074,0.006880096578434777,0.21868822915790584,0.03146075399177951,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,candidate,condition:0,0.04390696136040868,0.00042031320759906843,0.2095398801192954,0.0020058864563622706,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,candidate,condition:2,0.042847886112168956,0.003077402471084782,0.2069973094321976,0.014866871842567556,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,candidate,condition:3,0.056718777244084584,0.01714257405662048,0.23815704323845766,0.07198012632133775,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,candidate,source,0.04782454157222074,0.006880096578434777,0.21868822915790584,0.03146075399177951,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,deployed,condition:0,0.04390696136040868,0.00042031320759906843,0.2095398801192954,0.0020058864563622706,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,deployed,condition:2,0.042847886112168956,0.003077402471084782,0.2069973094321976,0.014866871842567556,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,deployed,condition:3,0.056718777244084584,0.01714257405662048,0.23815704323845766,0.07198012632133775,0.0,0.0,0.0,0.0
RC_seed42_source_selected,RC,42,validation,source_selected,0.0,deployed,source,0.04782454157222074,0.006880096578434777,0.21868822915790584,0.03146075399177951,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,raw,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,raw,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,raw,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,raw,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,candidate,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,candidate,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,candidate,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,candidate,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,deployed,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,deployed,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,deployed,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.0,0.0,0.0,0.0
raw_reference,raw,42,validation,raw,0.0,deployed,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,raw,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,raw,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,raw,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,raw,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,candidate,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,candidate,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,candidate,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,candidate,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,deployed,condition:0,0.009116431095190872,0.010703739069526366,0.09548000364050513,0.11210451048815795,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,deployed,condition:2,0.009056281813144235,0.012466834186079644,0.09516449870169146,0.1310029933027752,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,deployed,condition:3,0.010015340796166332,0.011499080250765053,0.10007667458587106,0.11490270133724553,0.0,0.0,0.0,0.0
adopted,temperature,42,validation,adopted,0.0,deployed,source,0.00939601790150048,0.011556551168790355,0.09693305886796558,0.11922197961927272,0.0,0.0,0.0,0.0
