name,arm,seed,split,role,alpha,predictor,scope,metric,value,lower,upper,represented_classes,condition_class_support,classes,global_groups
UO_seed_42,UO,42,validation,direct,1.0,candidate,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,candidate,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,candidate,source,ce,0.950607350518306,0.6267838588853677,1.264182117184003,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,candidate,source,brier,0.5832169910802101,0.368293701495,0.7860824272603105,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,candidate,source,accuracy,0.5533333333333333,0.15333333333333335,0.9533333333333333,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,candidate,source,macro_f1,0.40335367529825716,0.1111111111111111,0.6272055921979818,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:0,ce,0.9464233581721782,0.6040742237865924,1.2629661667346954,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:0,brier,0.5825655930543523,0.35645367960390295,0.7909557397122161,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:2,ce,0.953955699056387,0.6079088045656682,1.2776910796761514,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:2,brier,0.5875467855677656,0.3688813576817668,0.8019629385202262,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:2,accuracy,0.45999999999999996,0.059999999999999984,0.86,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:2,macro_f1,0.34339435922810496,0.0606060606060606,0.5729961193630403,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:3,ce,0.9514429943263532,0.6483484247326851,1.2545375639200211,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:3,brier,0.5795385946185123,0.38499939061519023,0.7740777986218342,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,source,ce,0.950607350518306,0.6267838588853677,1.264182117184003,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,source,brier,0.5832169910802101,0.368293701495,0.7860824272603105,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,source,accuracy,0.5533333333333333,0.15333333333333335,0.9533333333333333,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_42,UO,42,validation,direct,1.0,deployed,source,macro_f1,0.40335367529825716,0.1111111111111111,0.6272055921979818,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:0,ce,0.872944663502276,0.3488147632032633,1.5782268345355988,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:0,brier,0.5282528904518441,0.1770684177029495,0.9175080943397065,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:2,ce,0.8872877224162222,0.3602600959688425,1.575750510543585,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:2,brier,0.541205499617501,0.1873783932159348,0.9176683132465598,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:3,ce,0.875391955152154,0.35000094667077064,1.5240177603065967,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:3,brier,0.5336687588323301,0.1732529292403511,0.9020899397832111,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,source,ce,0.8785414470235507,0.3530252686142921,1.5593317017952601,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,source,brier,0.5343757163005584,0.17923324671974514,0.9124221157898257,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,raw,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:0,ce,0.9428619153797626,0.6536777818202972,1.232046048939228,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:0,brier,0.5777106898171873,0.3870009596476889,0.7684204199866856,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:2,ce,0.945564940571785,0.6502592420578003,1.2408706390857696,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:2,brier,0.5784971945296947,0.38831923205780916,0.7686751570015803,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:3,ce,0.9548889958858491,0.6811917275190353,1.2285862642526628,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:3,brier,0.5829109345435551,0.4109741505632048,0.7548477185239055,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,source,ce,0.9477719506124656,0.6617095837990443,1.2338343174258868,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,source,brier,0.5797062729634791,0.395431447422901,0.7639810985040572,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,candidate,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:0,ce,0.9428619153797626,0.6536777818202972,1.232046048939228,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:0,brier,0.5777106898171873,0.3870009596476889,0.7684204199866856,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:2,ce,0.945564940571785,0.6502592420578003,1.2408706390857696,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:2,brier,0.5784971945296947,0.38831923205780916,0.7686751570015803,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:3,ce,0.9548889958858491,0.6811917275190353,1.2285862642526628,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:3,brier,0.5829109345435551,0.4109741505632048,0.7548477185239055,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,source,ce,0.9477719506124656,0.6617095837990443,1.2338343174258868,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,source,brier,0.5797062729634791,0.395431447422901,0.7639810985040572,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_123,UO,123,validation,direct,1.0,deployed,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:0,ce,0.872944663502276,0.3488147632032633,1.5782268345355988,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:0,brier,0.5282528904518441,0.1770684177029495,0.9175080943397065,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:2,ce,0.8872877224162222,0.3602600959688425,1.575750510543585,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:2,brier,0.541205499617501,0.1873783932159348,0.9176683132465598,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:3,ce,0.875391955152154,0.35000094667077064,1.5240177603065967,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:3,brier,0.5336687588323301,0.1732529292403511,0.9020899397832111,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,source,ce,0.8785414470235507,0.3530252686142921,1.5593317017952601,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,source,brier,0.5343757163005584,0.17923324671974514,0.9124221157898257,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,raw,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:0,ce,0.9370151616632938,0.6038861809670925,1.2436521273851393,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:0,brier,0.577003157565828,0.3428903845749076,0.7810321497627519,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:0,accuracy,0.43,0.029999999999999995,0.83,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:0,macro_f1,0.35140562248995993,0.03174603174603175,0.6116504854368933,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:2,ce,0.9432640917599201,0.6085263220965862,1.2559702253341674,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:2,brier,0.580446676847019,0.349648999836974,0.7828576885762841,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:2,accuracy,0.45999999999999996,0.059999999999999984,0.86,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:2,macro_f1,0.36821705426356593,0.0606060606060606,0.6226415094339622,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:3,ce,0.946490083038807,0.6464144116640091,1.2460463812947276,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:3,brier,0.5758640639945714,0.3782210944984632,0.768565479492991,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:3,macro_f1,0.3333333333333333,0.0,0.6,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,source,ce,0.9422564454873402,0.6280758193135262,1.2485562446713447,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,source,brier,0.5777712994691394,0.3579880138135021,0.777485105944009,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,source,accuracy,0.43,0.029999999999999995,0.83,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,candidate,source,macro_f1,0.3509853366956197,0.030784030784030785,0.6114306649569518,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:0,ce,0.9370151616632938,0.6038861809670925,1.2436521273851393,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:0,brier,0.577003157565828,0.3428903845749076,0.7810321497627519,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:0,accuracy,0.43,0.029999999999999995,0.83,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:0,macro_f1,0.35140562248995993,0.03174603174603175,0.6116504854368933,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:2,ce,0.9432640917599201,0.6085263220965862,1.2559702253341674,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:2,brier,0.580446676847019,0.349648999836974,0.7828576885762841,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:2,accuracy,0.45999999999999996,0.059999999999999984,0.86,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:2,macro_f1,0.36821705426356593,0.0606060606060606,0.6226415094339622,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:3,ce,0.946490083038807,0.6464144116640091,1.2460463812947276,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:3,brier,0.5758640639945714,0.3782210944984632,0.768565479492991,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:3,macro_f1,0.3333333333333333,0.0,0.6,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,source,ce,0.9422564454873402,0.6280758193135262,1.2485562446713447,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,source,brier,0.5777712994691394,0.3579880138135021,0.777485105944009,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,source,accuracy,0.43,0.029999999999999995,0.83,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
UO_seed_456,UO,456,validation,direct,1.0,deployed,source,macro_f1,0.3509853366956197,0.030784030784030785,0.6114306649569518,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:0,ce,0.872944663502276,0.3488147632032633,1.5782268345355988,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:0,brier,0.5282528904518441,0.1770684177029495,0.9175080943397065,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:2,ce,0.8872877224162222,0.3602600959688425,1.575750510543585,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:2,brier,0.541205499617501,0.1873783932159348,0.9176683132465598,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:3,ce,0.875391955152154,0.35000094667077064,1.5240177603065967,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:3,brier,0.5336687588323301,0.1732529292403511,0.9020899397832111,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,source,ce,0.8785414470235507,0.3530252686142921,1.5593317017952601,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,source,brier,0.5343757163005584,0.17923324671974514,0.9124221157898257,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,raw,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:0,ce,0.921447667554021,0.48650310531258584,1.3563922297954558,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:0,brier,0.5713192165637351,0.27311000324679036,0.8714405331038737,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:2,ce,0.9352294025570155,0.49859566733241084,1.37186313778162,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:2,brier,0.577898575006367,0.2872115309002693,0.8713870825771538,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:3,ce,0.9275921308994292,0.49850085169076924,1.3615163299441337,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:3,brier,0.556102388425391,0.27127366502351064,0.8409311118272713,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
